"","abundance.1","abundance.2","abundance.3","abundance.4","abundance.5","abundance.6","counts.1","counts.2","counts.3","counts.4","counts.5","counts.6","length.1","length.2","length.3","length.4","length.5","length.6","countsFromAbundance"
"ENSMUSG00000038745",50.92,59.67,51.2,52.24,50.97,52.42,2043,2524,1876,2054,1834,1411,3845.57,3897.13,3911.62,3896.16,3921.54,3864.38,"no"
"ENSMUSG00000038750",0,0,0,0,0,0,0,0,0,0,0,0,686,686,686,686,686,686,"no"
"ENSMUSG00000038751",0.55,0.25,0.21,0.35,0.48,0.99,21,10,7,13,16,25,3640,3640,3640,3640,3640,3640,"no"
"ENSMUSG00000038754",210.52,213.32,214.28,127.44,105.24,89.81,4024,4242,3677,2356,1769,1146,1832,1832,1832,1832,1832,1832,"no"
"ENSMUSG00000038756",0,0,0,0,0.03,0,0,0,0,0,1,0,3296,3296,3296,3296,3156,3296,"no"
"ENSMUSG00000038759",3.62,3.39,3.28,3.26,4.24,4.55,206,194,182,171,210,175,5451.94,5269.03,5928.25,5198.63,5401.71,5526.14,"no"
"ENSMUSG00000038760",0,0,0,0,0,0,0,0,0,0,0,0,2811.5,2811.5,2811.5,2811.5,2811.5,2811.5,"no"
"ENSMUSG00000038762",20.24,26.61,22.06,24.04,26.74,22.58,591,787,614,730,708,432,2798.35,2724.51,2971.03,3008.78,2885.31,2746.27,"no"
"ENSMUSG00000038763",0.03,0.03,0.03,0.02,0,0,2,2,2,1,0,0,6320,6320,6320,6320,3329.5,3329.5,"no"
"ENSMUSG00000038764",11.94,10.56,9.85,9.47,9.55,9.24,512,557,466,416,429,298,4108.57,4857.44,5051.01,4355.19,4895.09,4629.43,"no"
"ENSMUSG00000038765",0,0,0,0,0,0,0,0,0,0,0,0,2179.67,2179.67,2179.67,2179.67,2179.67,2179.67,"no"
"ENSMUSG00000038766",7.95,7.2,6.49,6.73,6.57,6.8,625,607.54,474.03,518.06,457.51,371.39,7539.09,7772.9,7794.26,7622.8,7583.68,7843.74,"no"
"ENSMUSG00000038768",13.11,8.92,14.43,3.97,6.07,11.34,253,179,250,74,103,146,1849,1849,1849,1849,1849,1849,"no"
"ENSMUSG00000038770",0,0,0,0,0,0,0,0,0,0,0,0,1288.83,1288.83,1288.83,1288.83,1288.83,1288.83,"no"
"ENSMUSG00000038773",5.77,5.45,5.56,5.88,6.23,5,425,418,368,419,404,246,7063,7063,7063,7063,7063,7063,"no"
"ENSMUSG00000038774",8.06,7.02,7.04,5.52,7.83,7.73,625,566,490,414,534,400,7428,7428,7428,7428,7428,7428,"no"
"ENSMUSG00000038775",1.18,1.12,0.47,0.69,0.86,0.76,11,16,7,9,11,6,895.82,1320.53,1596,1284,1399.75,1135.36,"no"
"ENSMUSG00000038776",287.32,306.1,293.09,166.8,151.58,168.19,4837,5351,4499,2584,2200,1776,1613.5,1610.5,1638.79,1535.21,1581.83,1516.02,"no"
"ENSMUSG00000038777",0.98,1.01,0.67,0.68,1.26,0.97,14,7,5,9,13,8,1375.54,639.94,797,1304.25,1126.04,1181.09,"no"
"ENSMUSG00000038780",4.55,4.74,4.03,4.67,4.91,4.83,212,244,199,203,212,140,4467.02,4739.28,5273.51,4309.15,4709.45,4162.67,"no"
"ENSMUSG00000038781",17.68,24.73,31.76,26.73,27.59,24.29,266,387,429,389,365,244,1442,1442,1442,1442,1442,1442,"no"
"ENSMUSG00000038782",0.16,0.31,0.09,0,0.18,0.12,2,4,1,0,2,1,1196,1196,1196,1196,1196,1196,"no"
"ENSMUSG00000038784",4.45,5.42,4.85,5.32,5.31,4.75,174,215,163,195,179,125,3746.87,3653.55,3590.84,3634.09,3670.45,3779.74,"no"
"ENSMUSG00000038791",0,0,0,0,0,0,0,0,0,0,0,0,787,787,787,787,787,787,"no"
"ENSMUSG00000038792",0,0,0,0,0,0,0,0,0,0,0,0,937,937,937,937,937,937,"no"
"ENSMUSG00000038793",0,0.12,0.4,0.25,0.42,0.36,0,2,3,4,6,3.93,1052.5,1571,801,1571,1571,1571,"no"
"ENSMUSG00000038797",1.62,1.56,0.99,1.68,1,0.84,24,30,12,29,19,12,1418.18,1772.73,1300,1712.11,2080.5,2044,"no"
"ENSMUSG00000038801",0,0,0,0,0,0,0,0,0,0,0,0,387,387,387,387,387,387,"no"
"ENSMUSG00000038803",63.36,68.95,63.33,60.44,67.96,64.72,394.43,454.95,376.56,367.4,358,274.55,596.59,607.86,634.83,602.38,574.12,609.02,"no"
"ENSMUSG00000038805",0,0,0,0,0,0,0,0,0,0,0,0,2247,2247,2247,2247,2247,2247,"no"
"ENSMUSG00000038806",5.31,5.72,5.09,4.35,4.57,3.81,173,194,149,137,131,83,3124,3124,3124,3124,3124,3124,"no"
"ENSMUSG00000038807",0.23,0.36,0.15,0.26,0.51,0.11,15,8,7,17,15,5,6338.75,2064.96,5071,6361,3195.11,6338.75,"no"
"ENSMUSG00000038811",6.34,7.41,7.05,9.56,8.82,5.26,37.48,52,37,54.89,47.71,22.27,566.48,646.86,560.29,569.17,589.86,607.31,"no"
"ENSMUSG00000038812",8.33,13.09,8.11,8.13,4.58,7.18,81.33,119.96,71.08,74.07,34.67,46.82,936,844.03,936,902.8,825.67,936,"no"
"ENSMUSG00000038816",2.31,2.1,1.29,1.7,1.81,2.96,76,35,38,42,47,41,3147.44,1536.73,3141.33,2454.79,2827.96,1988.26,"no"
"ENSMUSG00000038822",1.68,0.74,1.02,1.55,1.24,2.15,59,34,33,39,38,46,3360.11,4252.4,3458.42,2495.71,3347.99,3069.5,"no"
"ENSMUSG00000038827",1.22,1.57,1.24,1.71,1.21,1.52,51,72,48,63,48,45,4020.5,4226,4149.11,3644.07,4311,4259.4,"no"
"ENSMUSG00000038828",29.74,37.43,33.39,42.23,37.73,29.18,712,912,714,803,740,437,2294.34,2244.98,2282.61,1884.3,2137.69,2150,"no"
"ENSMUSG00000038831",2.3,2.18,3.01,1.34,2.35,1.91,120,133,135,69,109,75,4990.86,5610.94,4795.97,5102.17,5049.35,5625,"no"
"ENSMUSG00000038836",3.66,3.11,3.98,3.46,3.85,4.66,39,30,36,31,40,30,1020.07,888.72,966.3,887.47,1132.82,923.96,"no"
"ENSMUSG00000038838",10.92,11.68,10.25,16.95,13.26,7.05,215,297,231,273,239,137,1886.23,2343.14,2404.99,1596.57,1964.01,2790.16,"no"
"ENSMUSG00000038840",0,0,0,0,0,0,0,0,0,0,0,0,1304.5,1304.5,1304.5,1304.5,1304.5,1304.5,"no"
"ENSMUSG00000038843",0.15,0.1,0.19,0.17,0.12,0.25,7,5,8,8,5,8,4545,4545,4545,4545,4557,4545,"no"
"ENSMUSG00000038844",2.74,2.75,2.06,2.28,3.13,2.74,181,189,122,146,182,121,6334,6334,6334,6334,6334,6334,"no"
"ENSMUSG00000038845",69.57,77.67,82.74,55.8,69.98,73.77,717.65,827.63,834.67,719.56,706.18,528.33,988.67,981.69,1077.02,1277.85,1099.71,1028.28,"no"
"ENSMUSG00000038848",15.66,15.58,16.59,14.49,17.84,12.23,494,530,425,427,457,267,3024.18,3135,2735,2919.43,2791.79,3135,"no"
"ENSMUSG00000038855",2.23,2.98,3.59,2.37,3.79,2.02,144,200,208,148,215,87,6186,6186,6186,6186,6186,6186,"no"
"ENSMUSG00000038859",22.84,21.82,20.61,20.48,22.03,20.36,508,554,475,538,417,295,2131.67,2339.5,2460.35,2603.61,2063.22,2080.69,"no"
"ENSMUSG00000038860",0,0,0.15,0.27,0.06,0.39,0,0,4,2,2,4,1752.36,1752.36,2926.18,742,3387,1484,"no"
"ENSMUSG00000038861",22.19,20.52,16.56,15.13,11.85,19.24,449.66,486.99,374.04,376.46,316.76,264.65,1941.73,2186.89,2411.91,2466,2913.8,1975.06,"no"
"ENSMUSG00000038866",7.21,8.24,8.11,5.89,7.11,7.02,437,508,441,347,358,286,5811.37,5682.4,5808.18,5842.91,5489.33,5852.06,"no"
"ENSMUSG00000038871",12.27,9.6,9.17,9.78,11.76,10.24,175,155,149,170,164,131,1367.5,1487.46,1734.11,1722.04,1520.47,1837.36,"no"
"ENSMUSG00000038872",0.68,1.25,1.09,0.95,0.96,0.77,117,222,168,157,145,88,16390,16390,16390,16390,16390,16390,"no"
"ENSMUSG00000038876",15.87,14.92,16.08,13.8,15.34,10.26,274.18,262.1,220.94,206.28,214.59,132.83,1655.85,1618.22,1467.32,1481.41,1524.15,1858.29,"no"
"ENSMUSG00000038879",0,0.07,0.08,0.05,0.12,0.11,0,3,3,2,4,3,3776,3776,3776,3776,3776,3776,"no"
"ENSMUSG00000038880",21.18,29.28,25.63,28.69,29.78,20.32,195.61,280.45,209.02,256.25,237,126.8,885.01,882.54,870.75,885.29,867.34,895.88,"no"
"ENSMUSG00000038883",0,0,0,0,0,0,0,0,0,0,0,0,1286,1286,1286,1286,1286,1286,"no"
"ENSMUSG00000038884",23.76,21.84,23.84,31.62,23.52,35.51,476.02,477.1,409.9,651.15,480.93,399,1920.52,2012.65,1835.76,2040.51,2228.82,1613.29,"no"
"ENSMUSG00000038886",9.05,9.79,9.32,8.18,8.46,6.93,614,691,568,537,505,314,6504,6504,6504,6504,6504,6504,"no"
"ENSMUSG00000038888",1.38,2.32,2.68,2.57,2.29,1.18,35,61,61,63,51,20,2426,2426,2426,2426,2426,2426,"no"
"ENSMUSG00000038891",0,0,0,0,0,0,0,0,0,0,0,0,826,826,826,826,826,826,"no"
"ENSMUSG00000038893",0.73,0.79,0.56,1.51,0.83,1.13,16,19,12,13,13,8,2096,2223,2268,851.5,1703,1018.08,"no"
"ENSMUSG00000038894",3.64,5.93,4.91,4.06,2.96,1.84,151,256,182.92,163,107.91,51,3975,3975,3975,3975,3975,3975,"no"
"ENSMUSG00000038895",1.97,2.6,2.21,2.26,2.54,1.53,42.81,58,43,47,48,22,2083,2059,2077.8,2059,2059,2059,"no"
"ENSMUSG00000038900",4.12,11.57,12.41,8.49,7.58,7.54,38.31,99.93,91.65,54.31,54.38,42.07,892.11,795.78,788.32,633.84,782.39,801.25,"no"
"ENSMUSG00000038902",3.72,5.5,5.31,5.5,5.78,3.84,207,274,195,188,234,124,5330.02,4589.95,3923.12,3386.92,4415.42,4638.34,"no"
"ENSMUSG00000038903",1.37,1.22,0.63,1.07,0.83,0.82,19,16,9,17,12,9,1325.53,1209.9,1524.86,1569,1569,1569,"no"
"ENSMUSG00000038909",10.02,9.54,11.5,10.51,10.88,9.17,323,343,309,310,329,190,3089.92,3313.83,2869.75,2923.66,3296.47,2975.31,"no"
"ENSMUSG00000038910",4.84,3.29,3.79,3.74,4.36,4.31,202,143,142,151,160,120,4001,4001,4001,4001,4001,4001,"no"
"ENSMUSG00000038914",10.74,10.26,9.22,10.29,9.1,9.71,673,780,587,625,505,429,6005.12,7005.31,6795.2,6020.56,6045.17,6341.93,"no"
"ENSMUSG00000038916",0,0,0,0,0,0,0,0,0,0,0,0,3899,3899,3899,3899,3899,3899,"no"
"ENSMUSG00000038917",0.17,0.2,0.23,0.18,0.19,0.1,5,6,6,5,5,2,2798,2798,2798,2798,2798,2798,"no"
"ENSMUSG00000038925",0,0.07,0,0.08,0,0,0,1,0,1,0,0,1024.33,1301,1024.33,1301,1024.33,1024.33,"no"
"ENSMUSG00000038930",2.03,2.47,3.35,3.02,4.45,4.09,32,30,33,30,39,34,1512.35,1117.26,1051.78,986.02,955.23,1193.32,"no"
"ENSMUSG00000038932",0,0,0,0,0.05,0,0,0,0,0,1,0,1715,1715,1715,1715,2176,1715,"no"
"ENSMUSG00000038936",1.41,1.33,1.67,0.83,2,1.86,21,28,20,16,26,15,1425.67,1933.42,1282.21,1899,1418.44,1160.21,"no"
"ENSMUSG00000038943",1.7,0.3,0.87,0.72,1.65,1.88,15,3,15,10,13,15,844.15,925.63,1834.21,1380.67,859.13,1145.79,"no"
"ENSMUSG00000038949",4.5,2.82,2.71,3.17,3.61,3.21,149,126,106,129,116,94,3174.5,4120.3,4179.96,4037.14,3500.54,4203.84,"no"
"ENSMUSG00000038954",2.74,3.76,3.02,5.05,4.66,4.66,33,55,39,58,53,37,1152.97,1346.98,1378.41,1137.8,1240.81,1140.7,"no"
"ENSMUSG00000038957",3.36,4.48,3.55,3.27,3.64,4.13,186.15,248.32,181.52,167.48,168.87,139,5308.59,5110.22,5455.58,5075.66,5058.1,4832.43,"no"
"ENSMUSG00000038963",0.18,0,0.13,0.1,0.15,0.31,5,0,1,2,4,4,2701.85,2366.8,852,2016,2953,1826.8,"no"
"ENSMUSG00000038965",34.53,36.4,38.75,33.84,42.17,39.26,891.92,1013.19,930.95,874.29,988.41,656,2475.53,2564.55,2564.57,2560.44,2554.29,2398.95,"no"
"ENSMUSG00000038967",46.34,43.2,45.13,39.22,48.17,43.3,1001,955,882,856,879,582,2070.12,2036.44,2086.36,2162.7,1988.64,1929.79,"no"
"ENSMUSG00000038968",0,0,0,0,0,0,0,0,0,0,0,0,1335,1335,1335,1335,1335,1335,"no"
"ENSMUSG00000038970",3.59,3.82,3.93,3.44,3.35,3.51,302,334,297,280,248,197,8065,8065,8065,8065,8065,8065,"no"
"ENSMUSG00000038973",0.79,0,0,0,0,0,5,0,0,0,0,0,609,609,609,609,609,609,"no"
"ENSMUSG00000038975",27.68,27.05,25.76,23.22,22.72,19.27,374.51,380,311,302,272.96,178.16,1296.86,1294.11,1289,1289,1309.47,1327.44,"no"
"ENSMUSG00000038976",2.61,2.35,2.14,2.8,3.01,2.31,77,87,74,109,101,53,2827.11,3406.07,3695.15,3860.63,3662.45,3294.65,"no"
"ENSMUSG00000038980",0,0,0,0,0,0,0,0,0,0,0,0,2270,2270,2270,2270,2270,2270,"no"
"ENSMUSG00000038982",14.68,12.61,12.37,11.25,13.65,17.14,263,235,199,195,215,205,1717,1717,1717,1717,1717,1717,"no"
"ENSMUSG00000038984",0.1,0.05,0.16,0.1,0.08,0.04,4,2,6,4,3,1,3959,3959,3959,3959,3959,3959,"no"
"ENSMUSG00000038987",0,0.06,0.49,0.45,0,0,0,1.18,1,1,0,0,950.5,1681,220,220,950.5,950.5,"no"
"ENSMUSG00000038990",9.35,10.09,10.09,8.46,10.3,10.22,301,343,286,260,253,221,3084.29,3131.53,3027.01,3046.39,2676.17,3104.84,"no"
"ENSMUSG00000038991",65.76,87.09,73.86,87.46,92.76,76.16,1781,2458,1799,2292,2213,1370,2595.76,2600.17,2600.29,2596.94,2600.18,2582.49,"no"
"ENSMUSG00000038994",0,0,0,0,0,0,0,0,0,0,0,0,747,747,747,747,747,747,"no"
"ENSMUSG00000038997",0,0,0,0,0,0,0,0,0,0,0,0,2504,2504,2504,2504,2504,2504,"no"
"ENSMUSG00000039000",15,13.62,13.41,12.94,16.07,14.75,780,737,626,651,735,512,4984,4984,4984,4984,4984,4984,"no"
"ENSMUSG00000039001",207.64,232.85,204.91,187.64,214.14,156.43,748.72,873.75,663,654,678,376,345.59,345.7,345.43,345.4,345.07,345.1,"no"
"ENSMUSG00000039004",2.76,1.64,2.13,2.27,1.98,1.89,68,42,47,54,43,31,2361,2361,2361,2361,2361,2361,"no"
"ENSMUSG00000039005",1.33,0.93,1.03,1.33,1.57,1.68,56,33,39,40,29,47,4028,3283.5,4028,2985,2007.14,4028,"no"
"ENSMUSG00000039007",42.14,32.2,34.24,28.34,32.57,33.63,824,655,601,536,560,439,1874,1874,1874,1874,1874,1874,"no"
"ENSMUSG00000039013",0,0.04,0,0,0.36,0.06,0,1,0,0,6,1,1865.4,2407,1865.4,1865.4,1827.6,2407,"no"
"ENSMUSG00000039016",50.79,51.73,54.36,48.05,56.39,45.51,253.29,268.39,243.4,231.78,247.34,151.52,478,478,478,478,478,478,"no"
"ENSMUSG00000039018",16.81,14.97,9.96,13.88,18.79,15.09,169.88,145,109,137,143.79,109,968.7,892.22,1168.34,978.46,834.16,1037.25,"no"
"ENSMUSG00000039021",0.08,0.03,0.04,0.14,0.13,0.13,2.05,1,1,3,3,2.12,2339,2930,2533,2098.82,2533,2339,"no"
"ENSMUSG00000039031",5.57,4.83,7.61,4.63,5.16,6.52,199,159,173,155,161,122,3426.68,3033.89,2428.32,3316.06,3401.77,2685.19,"no"
"ENSMUSG00000039032",0,0,0,0,0,0,0,0,0,0,0,0,1092,1092,1092,1092,1092,1092,"no"
"ENSMUSG00000039033",4.48,4.4,3.77,2.45,6.17,4.44,87,94,66,50,101,57,1860.9,1967.76,1869.61,2024.68,1785.47,1842.16,"no"
"ENSMUSG00000039037",0,0,0,0,0,0,0,0,0,0,0,0,3098.5,3098.5,3098.5,3098.5,3098.5,3098.5,"no"
"ENSMUSG00000039041",39.82,59.55,57.37,44.88,57.55,37.12,564.22,932.55,755.32,670,752,337,1358.03,1442.76,1405.64,1479.35,1424.06,1303.5,"no"
"ENSMUSG00000039043",2.8,2.98,2.78,3.2,3.52,2.58,65,72,58,72,72,40,2228,2228,2228,2228,2228,2228,"no"
"ENSMUSG00000039046",11.18,9.98,10.4,7.55,8.72,6.49,631,574,528,448,416,259,5407.79,5299.51,5420.21,5878.8,5196.57,5728.71,"no"
"ENSMUSG00000039047",16.1,14.88,17.94,11.89,17.54,19.67,428,445,417,369,377,283,2548.65,2754.48,2482.07,3075,2342.06,2065.26,"no"
"ENSMUSG00000039048",17.07,17.64,17.75,23.31,22.18,18.95,390,394,371,420,388,222,2189.44,2057.87,2230.86,1785.76,1906.81,1681.66,"no"
"ENSMUSG00000039050",10.12,9.5,9.65,9.82,9.89,11.25,276,258,249,273,244,206,2614.82,2501.14,2756,2756,2689.19,2628.5,"no"
"ENSMUSG00000039055",0.18,0.27,0.05,0.28,0.16,0.06,1,2,1.04,5.15,3.08,1.02,520,688.37,2395,1798.86,2088.95,2395,"no"
"ENSMUSG00000039057",0,0,0,0,0,0,0,0,0,0,0,0,6676,6676,6676,6676,6676,6676,"no"
"ENSMUSG00000039058",0.03,0.03,0,0.03,0,0,1,1,0,1,0,0,3054,3054,3054,3054,3054,3054,"no"
"ENSMUSG00000039059",0,0,0,0,0,0,0,0,0,0,0,0,1383.62,1383.62,1383.62,1383.62,1383.62,1383.62,"no"
"ENSMUSG00000039062",29.1,36.85,32.89,49.4,40.78,34.73,1035,1361,1044,1646,1275,830,3409.23,3403,3389.23,3302.19,3407.75,3430.87,"no"
"ENSMUSG00000039063",39.09,41.63,47,33.03,40.21,35.49,693,784,767,587,655,414,1699,1735.12,1742.41,1761.4,1775.46,1674.57,"no"
"ENSMUSG00000039065",9.87,9.67,9.03,10.29,12.59,11.96,182,190,161,172,204,132,1767.71,1810.56,1903.45,1655.88,1766.55,1584.26,"no"
"ENSMUSG00000039067",45.7,48.62,47.94,44.95,52.38,47.52,739,818,696,703,745,513,1550,1550,1550,1550,1550,1550,"no"
"ENSMUSG00000039068",8.52,7.66,8.5,6.64,6.78,9.69,465,426,364,321,333,314,5231.69,5125.58,4570.68,4790.44,5356.71,4652.7,"no"
"ENSMUSG00000039069",9.42,8.1,10.28,12.17,11.52,9.99,159,149,156,187,165,105,1617.89,1695.49,1619.63,1522.86,1561.25,1508.47,"no"
"ENSMUSG00000039070",0,0,0,0,0,0,0,0,0,0,0,0,2690,2690,2690,2690,2690,2690,"no"
"ENSMUSG00000039079",0,0,0,0,0,0,0,0,0,0,0,0,1291,1291,1291,1291,1291,1291,"no"
"ENSMUSG00000039081",0.21,0.22,0.18,0.31,0.42,0.17,9,10,7,13,16,5,4164,4164,4164,4164,4164,4164,"no"
"ENSMUSG00000039084",2.41,2.49,1.96,1.52,1.54,1.06,41,44,30,25,23,12,1631,1631,1631,1631,1631,1631,"no"
"ENSMUSG00000039086",1.41,1.46,1.37,1.11,1.09,1.37,63,68,55,48,43,41,4294,4294,4294,4294,4294,4294,"no"
"ENSMUSG00000039087",6.19,7.3,6.94,9.63,10.24,10.36,541,622,467,620,620,458,8372.05,7853.68,7185.24,6377.5,6597.58,6347.95,"no"
"ENSMUSG00000039089",2.02,1.34,1.09,1.67,2.1,1.62,88,60,43,76,87,51,4166.99,4112.46,4203.18,4510.35,4523,4512.16,"no"
"ENSMUSG00000039092",0,0,0,0,0,0,0,0,0,0,0,0,2444,2444,2444,2444,2444,2444,"no"
"ENSMUSG00000039095",0.02,0.04,0,0,0,0.03,1,2,0,0,0,1,4934,4934,4934,4934,4934,4934,"no"
"ENSMUSG00000039096",6.07,4.55,3.23,3.3,3.37,5.14,192,164,109,117,91,126,3029.96,3320.02,3606.53,3510,2940,3519.83,"no"
"ENSMUSG00000039097",0,0,0,0,0,0,0,0,0,0,0,0,2015,2015,2015,2015,2015,2015,"no"
"ENSMUSG00000039098",0,0,0,0,0,0,0,0,0,0,0,0,1144,1144,1144,1144,1144,1144,"no"
"ENSMUSG00000039099",0.43,0.54,0.57,0.44,0.63,0.45,10,13,12,10,13,7,2236,2236,2236,2236,2236,2236,"no"
"ENSMUSG00000039100",34.39,26,26.49,25.28,24.87,27.57,2220,1746,1535,1578,1412,1188,6187,6187,6187,6187,6187,6187,"no"
"ENSMUSG00000039103",0.5,0.7,0.42,0.35,0.3,0.63,13,19,10,9,7,11,2513,2513,2513,2513,2513,2513,"no"
"ENSMUSG00000039105",30.8,34.32,41.85,45.17,50.39,38,349,404.53,425.68,495.05,502.14,287.46,1086,1086,1086,1086,1086,1086,"no"
"ENSMUSG00000039106",0,0,0,0,0,0,0,0,0,0,0,0,5527,5527,5527,5527,5527,5527,"no"
"ENSMUSG00000039108",15.55,11.49,11.56,8.67,8.82,13.64,195,206,184,183,148,131,1201.51,1652.26,1699.5,2091.46,1828.88,1379.27,"no"
"ENSMUSG00000039109",0.03,0.05,0.06,0.1,0.26,0.19,1,2,2,4,9,5,3805,3805,3805,3805,3805,3805,"no"
"ENSMUSG00000039110",0.03,0.43,0.07,0,0,0.1,1,2,1,0,0,2,3119,430.07,1463,1539.17,1539.17,2926,"no"
"ENSMUSG00000039114",179.66,176.57,187.34,152.75,157.99,136.31,2943,3009,2739,2420,2276,1484,1570,1570,1560.93,1570,1570,1563,"no"
"ENSMUSG00000039115",6.92,5.49,5.82,5.57,8.7,6.13,307,306,242,283,333,183,4251.95,5137.09,4440.35,5032.1,4169.55,4288.38,"no"
"ENSMUSG00000039116",0.15,0.24,0.2,0.12,0.25,0.29,10,17,12,8,15,13,6456,6456,6456,6456,6456,6456,"no"
"ENSMUSG00000039117",5.81,7.05,4.95,6.1,5.28,6.64,157,192,152,156,159,136,2590.5,2508,3280,2534.08,3280,2940.41,"no"
"ENSMUSG00000039126",0.06,0.06,0.04,0.07,0.05,0.15,8,8,5,9,6,13,12463,12463,12463,12463,12463,12463,"no"
"ENSMUSG00000039128",68.55,68.16,58.9,62.76,74.41,68.14,455,417,359,404,402,312.68,636.14,563.65,650.7,637.88,588.81,658.83,"no"
"ENSMUSG00000039130",4.8,6.51,9.89,5.67,5.06,6.07,77,90,87,83,65,59,1539,1272.76,938.69,1450.45,1399.71,1396.17,"no"
"ENSMUSG00000039131",0.21,0.43,0,0.21,0.21,0.48,1,3,0,1,2,5,464,644,839.57,464,1015,1490,"no"
"ENSMUSG00000039133",0,0.06,0,0.08,0.07,0,0,1.23,0,1.58,1.28,0,1938,1938,1938,1938,1938,1938,"no"
"ENSMUSG00000039137",0.39,0.47,0.46,0.18,0.7,0.58,4,12,12,5,10,7,991.03,2363.55,2813.49,2692,1564.92,1745.33,"no"
"ENSMUSG00000039138",0,0,0,0,0,0,0,0,0,0,0,0,688,688,688,688,688,688,"no"
"ENSMUSG00000039145",32.5,21.13,31.38,22.79,30.54,19.85,1674,1335,1516,1242,1280,851,4935.9,5821.07,5157.45,5401.25,4567.76,6155.02,"no"
"ENSMUSG00000039146",0,0,0,0,0,0,0,0,0,0,0,0,437,437,437,437,437,437,"no"
"ENSMUSG00000039148",4.39,4.88,4.76,5.21,5.23,3.45,231,267,225,265,242,121,5042,5042,5042,5042,5042,5042,"no"
"ENSMUSG00000039153",0.03,0.06,0.04,0.28,0.28,0.02,1,1,2.26,2,4,1,2938,1430,6414,718,1564,5849,"no"
"ENSMUSG00000039154",0,0,0,0.13,0,0,0,0,0,2,0,0,1500,1500,1500,1500,1500,1500,"no"
"ENSMUSG00000039155",0,0,0,0,0,0,0,0,0,0,0,0,2008.67,2008.67,2008.67,2008.67,2008.67,2008.67,"no"
"ENSMUSG00000039156",5.88,12.6,7.96,11.48,9.58,13.34,195,239,223,272,280,275,3177.97,1746.9,2992.17,2347.11,3185.65,2959.12,"no"
"ENSMUSG00000039157",4.22,6.17,5.32,9.57,9.17,10.6,145,293,212,406,359,315,3292.39,4373.13,4253.28,4204.69,4264.39,4265.73,"no"
"ENSMUSG00000039158",0.73,1.28,1.26,1.2,1.29,0.65,40,74,63,60,63,24,5264,5338,5338,4935,5338,5338,"no"
"ENSMUSG00000039159",24.31,22.48,23.12,18.76,18.29,19.51,1168.73,1124.19,997.88,872.27,773.36,626.22,4608,4608,4608,4608,4608,4608,"no"
"ENSMUSG00000039163",9.4,9.77,9.62,8.4,11.94,7.61,111,120,102,96,124,60,1132,1132,1132,1132,1132,1132,"no"
"ENSMUSG00000039164",0.58,1.12,1.44,0.76,0.9,1.12,28,56.09,62.03,35.09,38,36,4601,4601,4601,4601,4601,4601,"no"
"ENSMUSG00000039166",9.43,5.97,5.59,3.54,5.73,6.44,134,92,82,58,74,60,1361.6,1420.15,1567.45,1623.76,1407.87,1337.91,"no"
"ENSMUSG00000039167",6.14,7.71,5.38,4.79,9.29,7.05,260,171,172,152,251,156,4057,2042.97,3416.28,3146.66,2943.03,3178.09,"no"
"ENSMUSG00000039168",97.65,134.91,149.78,154.74,145.44,129.33,1459,2097,2009,2236,1911,1290,1432,1432,1432,1432,1432,1432,"no"
"ENSMUSG00000039174",0,0,0,0,0,0,0,0,0,0,0,0,671.33,671.33,671.33,671.33,671.33,671.33,"no"
"ENSMUSG00000039176",20.61,20.83,21.84,20.28,19.7,13.84,473,564.63,501.39,463,427.24,303.36,2199.47,2496.94,2451.31,2262.81,2363.45,3147.23,"no"
"ENSMUSG00000039178",1.02,1.43,1.09,0.38,1.07,1.14,28,41,27,10,26,21,2639,2639,2639,2639,2639,2639,"no"
"ENSMUSG00000039179",0,0,0,0,0.06,0,0,0,0,0,1,0,1491,1491,1491,1491,1754,1491,"no"
"ENSMUSG00000039182",11.23,10.32,9.17,9.37,10.01,9.85,229,218,165,185,180,132,1953.72,1945.26,1921.05,1957.49,1959.3,1923.14,"no"
"ENSMUSG00000039183",15.96,19.08,17.32,20.16,18.62,14.97,230,286,224,281,236,144,1381,1381,1381,1381,1381,1381,"no"
"ENSMUSG00000039187",0,0.07,0.09,0.07,0.21,0.12,0,2.37,3.61,2,6.76,3.64,3026.5,2931.68,4443,2815,3553.98,4443,"no"
"ENSMUSG00000039191",4.63,4.17,3.88,4.01,4.5,5.45,258.26,243,194.49,216.34,222,202.82,5345,5367.06,5345,5345,5371,5345,"no"
"ENSMUSG00000039193",0.15,0.24,0.34,0.1,0.29,0.19,6,10,12,4,10,5,3789,3789,3789,3789,3789,3789,"no"
"ENSMUSG00000039194",0,0,0,0,0,0,0,0,0,0,0,0,2112,2112,2112,2112,2112,2112,"no"
"ENSMUSG00000039195",8.67,19.18,15.92,21.69,13.51,12.52,59.52,141.35,97.86,142.98,85.73,60.11,657.89,678.9,656.24,653.24,691.57,689.21,"no"
"ENSMUSG00000039196",677.66,926.63,1071.49,1053.53,891.7,1069.06,5133.21,7302.18,7286.4,7718.1,5939.98,5406.02,726,726,726,726,726,726,"no"
"ENSMUSG00000039197",362.73,300.75,329.59,364.59,451.86,437.51,6555,5654,5347,6372,7181,5278,1732,1732,1732,1732,1732,1732,"no"
"ENSMUSG00000039198",0,0,0,0,0,0,0,0,0,0,0,0,2319.5,2319.5,2319.5,2319.5,2319.5,2319.5,"no"
